epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
863,13556.6,0.56297,0.41629,0.0531,0.33809,1.27131,0.98974,0.75,0.745,0.44917,0.98974,0.75,0.745,0.4262,1.43304,1.62745,0.02813,0.51899,2.22053,0.00143108,0.00143108,0.00143108
864,13571.8,0.6897,0.357,0.15264,0.3409,1.42094,0.98974,0.75,0.745,0.44917,0.98974,0.75,0.745,0.4262,1.43304,1.62745,0.02813,0.51899,2.22053,0.00143042,0.00143042,0.00143042
865,13587.2,0.66737,0.34175,0.07452,0.36202,1.33881,0.98974,0.75,0.745,0.44917,0.98974,0.75,0.745,0.4262,1.43304,1.62745,0.02813,0.51899,2.22053,0.00142976,0.00142976,0.00142976
866,13602.9,0.70788,0.35469,0.10299,0.35089,1.35324,0.98772,0.75,0.745,0.48422,0.98772,0.75,0.745,0.40358,1.2807,1.65547,0.02821,0.48346,2.01279,0.0014291,0.0014291,0.0014291
867,13618.2,0.70944,0.52802,0.1575,0.38431,1.44269,0.98772,0.75,0.745,0.48422,0.98772,0.75,0.745,0.40358,1.2807,1.65547,0.02821,0.48346,2.01279,0.00142844,0.00142844,0.00142844
868,13633.6,0.73963,0.47976,0.06043,0.37838,1.32026,0.98772,0.75,0.745,0.48422,0.98772,0.75,0.745,0.40358,1.2807,1.65547,0.02821,0.48346,2.01279,0.00142778,0.00142778,0.00142778
869,13648.8,0.67065,0.41157,0.08816,0.39586,1.24882,0.98772,0.75,0.745,0.48422,0.98772,0.75,0.745,0.40358,1.2807,1.65547,0.02821,0.48346,2.01279,0.00142712,0.00142712,0.00142712
870,13664.3,0.51894,0.45873,0.14176,0.33752,1.23782,0.98874,0.75,0.745,0.53192,0.98874,0.75,0.745,0.41642,1.12855,1.55249,0.0271,0.46204,1.82555,0.00142646,0.00142646,0.00142646
871,13679.4,0.54169,0.39507,0.0786,0.33984,1.21724,0.98874,0.75,0.745,0.53192,0.98874,0.75,0.745,0.41642,1.12855,1.55249,0.0271,0.46204,1.82555,0.0014258,0.0014258,0.0014258
872,13694.8,0.6431,0.56776,0.08034,0.40427,1.28177,0.98874,0.75,0.745,0.53192,0.98874,0.75,0.745,0.41642,1.12855,1.55249,0.0271,0.46204,1.82555,0.00142514,0.00142514,0.00142514
873,13710.1,0.74239,0.45556,0.08115,0.38929,1.38498,0.98874,0.75,0.745,0.53192,0.98874,0.75,0.745,0.41642,1.12855,1.55249,0.0271,0.46204,1.82555,0.00142448,0.00142448,0.00142448
874,13725.5,0.77505,0.45766,0.06205,0.40173,1.3534,0.989,0.75,0.745,0.53217,0.989,0.75,0.745,0.45307,1.0624,1.47595,0.02436,0.43219,1.72993,0.00142382,0.00142382,0.00142382
875,13740.5,0.55437,0.40997,0.08009,0.31791,1.20809,0.989,0.75,0.745,0.53217,0.989,0.75,0.745,0.45307,1.0624,1.47595,0.02436,0.43219,1.72993,0.00142316,0.00142316,0.00142316
876,13755.9,0.63945,0.48972,0.13019,0.37336,1.33351,0.989,0.75,0.745,0.53217,0.989,0.75,0.745,0.45307,1.0624,1.47595,0.02436,0.43219,1.72993,0.0014225,0.0014225,0.0014225
877,13771.3,0.70043,0.42698,0.11256,0.35203,1.41364,0.989,0.75,0.745,0.53217,0.989,0.75,0.745,0.45307,1.0624,1.47595,0.02436,0.43219,1.72993,0.00142184,0.00142184,0.00142184
878,13786.7,0.6733,0.39385,0.02638,0.33235,1.36557,0.99053,0.75,0.745,0.52192,0.99053,0.75,0.745,0.39739,1.1912,1.62881,0.02252,0.47002,1.88013,0.00142118,0.00142118,0.00142118
879,13802,0.73191,0.34067,0.08098,0.35959,1.33684,0.99053,0.75,0.745,0.52192,0.99053,0.75,0.745,0.39739,1.1912,1.62881,0.02252,0.47002,1.88013,0.00142052,0.00142052,0.00142052
880,13817.3,0.58486,0.41246,0.17726,0.34408,1.30044,0.99053,0.75,0.745,0.52192,0.99053,0.75,0.745,0.39739,1.1912,1.62881,0.02252,0.47002,1.88013,0.00141986,0.00141986,0.00141986
881,13832.6,0.77328,0.36401,0.02504,0.39072,1.50327,0.99053,0.75,0.745,0.52192,0.99053,0.75,0.745,0.39739,1.1912,1.62881,0.02252,0.47002,1.88013,0.0014192,0.0014192,0.0014192
882,13848,0.64654,0.43777,0.05196,0.36866,1.27679,0.99145,0.75,0.745,0.45558,0.99145,0.75,0.745,0.3925,1.37883,1.72494,0.02084,0.51709,2.18313,0.00141854,0.00141854,0.00141854
